CALENDAR YEAR,AIRPORT NAME,AIRPORT CODE (ICAO),AIRPORT CODE (IATA),"136,000kg","7,000kg to 136,000kg","Under 7,000kg",Helicopter,Unknown Weight,Military,Total,Total Strikes (ATSB),Total Strikes (Avisure),Corrected LA Mvts,HA Mvts excl. Rotary Wing,Corrected RPT Eqv Mvts,Strikes/10000 RPT Eqv (excl. Rotary Wing),10000 Movements,Strikes/10000 Movements,"10,000 RPT's",HA Movements,% HA Movements
2000,COFFS HARBOUR,YCFS,CFS,0,"13,438","24,262",766,50,400,"38,916",11,,1519.5000,13838.0000,15357.50,7.16,3.89,2.83,1.34,"13,838",36%
2000,DARWIN,YPDN,DRW,"2,484","21,012","60,202","4,708","1,060","8,330","97,796",30,,3828.8750,31826.0000,35654.88,8.41,9.78,3.07,2.35,"31,826",33%
2000,ESSENDON,YMEN,MEB,0,"2,300","56,164","8,140",158,178,"66,940",2,,3520.1250,2478.0000,5998.13,3.33,6.69,0.30,0.23,"2,478",4%
2000,GOLD COAST,YBCG,OOL,"4,854","15,916","46,724","21,314",148,232,"89,188",11,,2929.5000,21002.0000,23931.50,4.60,8.92,1.23,2.08,"21,002",24%
2000,HAMILTON ISLAND,YBHM,HTI,266,"3,348","13,908","4,114",64,80,"21,780",2,,873.2500,3694.0000,4567.25,4.38,2.18,0.92,0.36,"3,694",17%
2000,HOBART,YMHB,HBA,86,"12,414","2,052",706,50,454,"15,762",5,,131.3750,12954.0000,13085.38,3.82,1.58,3.17,1.25,"12,954",82%
2000,JANDAKOT,YPJT,JAD,0,44,"255,734","9,606",232,84,"265,700",6,,15997.8750,128.0000,16125.88,3.72,26.57,0.23,0.00,128,0%
2000,LAUNCESTON,YMLT,LST,10,"10,932","15,008",184,44,206,"26,384",2,,940.7500,11148.0000,12088.75,1.65,2.64,0.76,1.09,"11,148",42%
2000,MACKAY,YBMK,MKY,0,"10,498","24,974","2,922",32,294,"38,720",4,,1562.8750,10792.0000,12354.88,3.24,3.87,1.03,1.05,"10,792",28%
2000,MELBOURNE,YMML,MEL,"48,088","119,398","6,078",318,242,338,"174,462",41,,395.0000,167824.0000,168219.00,2.44,17.45,2.35,16.75,"167,824",96%
2000,MOORABBIN,YMMB,MBW,0,66,"228,922","27,446",154,56,"256,644",5,,14317.2500,122.0000,14439.25,3.46,25.66,0.19,0.01,122,0%
2000,PARAFIELD,YPPF,no code,0,44,"157,736",408,34,46,"158,268",10,,9860.6250,90.0000,9950.63,10.05,15.83,0.63,0.00,90,0%
2000,PERTH,YPPH,PER,"13,838","55,316","31,922","1,534",150,438,"103,198",27,,2004.5000,69592.0000,71596.50,3.77,10.32,2.62,6.92,"69,592",67%
2000,ROCKHAMPTON,YBRK,ROK,82,"10,450","22,018",982,172,"1,164","34,868",15,,1386.8750,11696.0000,13082.88,11.47,3.49,4.30,1.05,"11,696",34%
2000,SUNSHINE COAST,YBMC,MCY,0,"6,054","36,674","40,540",132,414,"83,814",0,,2300.3750,6468.0000,8768.38,0.00,8.38,0.00,0.61,"6,468",8%
2000,SYDNEY,YSSY,SYD,"85,930","178,822","29,560","12,484",758,788,"308,342",65,,1894.8750,265540.0000,267434.88,2.43,30.83,2.11,26.48,"265,540",86%
2000,TAMWORTH,YSTW,TMW,0,"12,524","104,192",846,216,824,"118,602",2,,6525.5000,13348.0000,19873.50,1.01,11.86,0.17,1.25,"13,348",11%
2000,TOWNSVILLE,YBTL,TSV,56,"24,722","32,842","1,938",278,"9,802","69,638",31,,2070.0000,34580.0000,36650.00,8.46,6.96,4.45,2.48,"34,580",50%
2001,ADELAIDE,YPAD,ADL,"3,226","60,672","41,896","4,504",24,864,"111,186",42,,2620.0000,64762.0000,67382.00,6.23,11.12,3.78,6.39,"64,762",58%
2001,ALBURY,YMAY,ABX,0,"9,636","19,700",310,52,370,"30,068",6,,1234.5000,10006.0000,11240.50,5.34,3.01,2.00,0.96,"10,006",33%
2001,ALICE SPRINGS,YBAS,ASP,2,"10,654","18,182","1,104",288,754,"30,984",34,,1154.3750,11410.0000,12564.38,27.06,3.10,10.97,1.07,"11,410",37%
2001,ARCHERFIELD,YBAF,no code,2,26,"169,148","5,480",244,804,"175,704",1,,10587.0000,832.0000,11419.00,0.88,17.57,0.06,0.00,832,0%
2001,BANKSTOWN,YSBK,BWU,0,"1,230","304,544","24,932",520,194,"331,420",6,,19066.5000,1424.0000,20490.50,2.93,33.14,0.18,0.12,"1,424",0%
2001,BRISBANE,YBBN,BNE,"27,226","120,290","22,940",802,212,634,"172,104",39,,1447.0000,148150.0000,149597.00,2.61,17.21,2.27,14.75,"148,150",86%
2001,CAIRNS,YBCS,CNS,"7,882","25,664","60,730","8,186",160,734,"103,356",36,,3805.6250,34280.0000,38085.63,9.45,10.34,3.48,3.35,"34,280",33%
2001,CAMBRIDGE,YCBG,no code,0,0,"24,692","1,552",0,2,"26,246",1,,1543.2500,2.0000,1545.25,6.47,2.62,0.38,0.00,2,0%
2001,CAMDEN,YSCN,CDU,0,64,"71,478","1,740",322,32,"73,636",1,,4487.5000,96.0000,4583.50,2.18,7.36,0.14,0.01,96,0%
2001,CANBERRA,YSCB,CBR,30,"47,710","40,742","8,394",262,"18,824","115,962",22,,2562.7500,66564.0000,69126.75,3.18,11.60,1.90,4.77,"66,564",57%
2001,COFFS HARBOUR,YCFS,CFS,0,"11,592","28,346",994,32,356,"41,320",3,,1773.6250,11948.0000,13721.63,2.19,4.13,0.73,1.16,"11,948",29%
2001,DARWIN,YPDN,DRW,"3,040","21,592","55,340","3,138",278,"6,536","89,924",28,,3476.1250,31168.0000,34644.13,8.08,8.99,3.11,2.46,"31,168",35%
2001,ESSENDON,YMEN,MEB,0,"1,128","56,964","9,104",136,206,"67,538",6,,3568.7500,1334.0000,4902.75,12.24,6.75,0.89,0.11,"1,334",2%
2001,GOLD COAST,YBCG,OOL,"3,784","14,760","47,216","18,148",108,270,"84,286",23,,2957.7500,18814.0000,21771.75,10.56,8.43,2.73,1.85,"18,814",22%
2001,HAMILTON ISLAND,YBHM,HTI,42,"3,416","8,882","3,504",36,70,"15,950",6,,557.3750,3528.0000,4085.38,14.69,1.60,3.76,0.35,"3,528",22%
2001,HOBART,YMHB,HBA,40,"14,392","1,906","2,418",128,324,"19,208",16,,127.1250,14756.0000,14883.13,10.75,1.92,8.33,1.44,"14,756",77%
2001,JANDAKOT,YPJT,JAD,0,22,"291,662","10,924",112,164,"302,884",10,,18235.8750,186.0000,18421.88,5.43,30.29,0.33,0.00,186,0%
2001,LAUNCESTON,YMLT,LST,6,"9,420","13,278",230,14,264,"23,212",14,,830.7500,9690.0000,10520.75,13.31,2.32,6.03,0.94,"9,690",42%
2001,MACKAY,YBMK,MKY,0,"9,702","23,012","3,350",62,380,"36,506",13,,1442.1250,10082.0000,11524.13,11.28,3.65,3.56,0.97,"10,082",28%
2001,MELBOURNE,YMML,MEL,"48,126","123,844","4,826",218,128,446,"177,588",43,,309.6250,172416.0000,172725.63,2.49,17.76,2.42,17.20,"172,416",97%
2001,MOORABBIN,YMMB,MBW,4,88,"217,932","35,470",134,72,"253,700",5,,13629.1250,164.0000,13793.13,3.62,25.37,0.20,0.01,164,0%
2001,PARAFIELD,YPPF,no code,0,128,"173,868",522,64,6,"174,588",27,,10870.7500,134.0000,11004.75,24.53,17.46,1.55,0.01,134,0%
2001,PERTH,YPPH,PER,"14,074","51,602","28,910","1,334",56,420,"96,396",13,,1810.3750,66096.0000,67906.38,1.91,9.64,1.35,6.57,"66,096",69%
2001,ROCKHAMPTON,YBRK,ROK,136,"8,980","23,488","1,066",76,"2,758","36,504",14,,1472.7500,11874.0000,13346.75,10.49,3.65,3.84,0.91,"11,874",33%
2001,SUNSHINE COAST,YBMC,MCY,2,"6,414","31,916","22,310",74,358,"61,074",4,,1999.3750,6774.0000,8773.38,4.56,6.11,0.65,0.64,"6,774",11%
2001,SYDNEY,YSSY,SYD,"82,922","179,658","22,360","10,544",434,724,"296,642",52,,1424.6250,263304.0000,264728.63,1.96,29.66,1.75,26.26,"263,304",89%
2001,TAMWORTH,YSTW,TMW,0,"10,888","91,630",914,152,476,"104,060",1,,5736.3750,11364.0000,17100.38,0.58,10.41,0.10,1.09,"11,364",11%
2001,TOWNSVILLE,YBTL,TSV,134,"20,676","31,152","2,110",190,"11,302","65,564",24,,1958.8750,32112.0000,34070.88,7.04,6.56,3.66,2.08,"32,112",49%
2002,ADELAIDE,YPAD,ADL,"2,650","56,632","39,382","4,040",32,790,"103,526",33,,2463.3750,60072.0000,62535.38,5.28,10.35,3.19,5.93,"60,072",58%
2002,ALBURY,YMAY,ABX,0,"8,378","20,562",416,58,264,"29,678",6,,1288.7500,8642.0000,9930.75,6.04,2.97,2.02,0.84,"8,642",29%
2002,ALICE SPRINGS,YBAS,ASP,2,"8,402","15,762","1,200",28,278,"25,672",26,,986.8750,8682.0000,9668.88,26.89,2.57,10.13,0.84,"8,682",34%
2002,ARCHERFIELD,YBAF,no code,0,18,"132,444","2,474",188,542,"135,666",1,,8289.5000,560.0000,8849.50,1.13,13.57,0.07,0.00,560,0%
2002,BANKSTOWN,YSBK,BWU,0,"1,058","313,894","29,478",550,288,"345,268",15,,19652.7500,1346.0000,20998.75,7.14,34.53,0.43,0.11,"1,346",0%
2002,BRISBANE,YBBN,BNE,"22,028","100,364","21,830",878,166,604,"145,870",69,,1374.7500,122996.0000,124370.75,5.55,14.59,4.73,12.24,"122,996",84%
2002,CAIRNS,YBCS,CNS,"7,722","23,842","60,582","9,068",108,598,"101,920",39,,3793.1250,32162.0000,35955.13,10.85,10.19,3.83,3.16,"32,162",32%
2002,CAMBRIDGE,YCBG,no code,0,0,"28,456","1,248",10,10,"29,724",0,,1779.1250,10.0000,1789.13,0.00,2.97,0.00,0.00,10,0%
2002,CAMDEN,YSCN,CDU,0,108,"60,414","1,158",92,8,"61,780",3,,3781.6250,116.0000,3897.63,7.70,6.18,0.49,0.01,116,0%
2002,CANBERRA,YSCB,CBR,16,"37,340","39,442","5,160",126,"3,808","85,892",11,,2473.0000,41164.0000,43637.00,2.52,8.59,1.28,3.74,"41,164",48%
2002,COFFS HARBOUR,YCFS,CFS,0,"10,372","24,524","1,892",60,542,"37,390",3,,1536.5000,10914.0000,12450.50,2.41,3.74,0.80,1.04,"10,914",29%
2002,DARWIN,YPDN,DRW,"2,146","20,848","46,726","3,944",328,"4,484","78,476",70,,2940.8750,27478.0000,30418.88,23.01,7.85,8.92,2.30,"27,478",35%
2002,ESSENDON,YMEN,MEB,0,"1,114","57,436","9,554",128,186,"68,418",5,,3597.7500,1300.0000,4897.75,10.21,6.84,0.73,0.11,"1,300",2%
2002,GOLD COAST,YBCG,OOL,"1,736","16,656","49,820","13,388",32,326,"81,958",20,,3115.7500,18718.0000,21833.75,9.16,8.20,2.44,1.84,"18,718",23%
2002,HAMILTON ISLAND,YBHM,HTI,0,"2,666","8,616","4,372",6,52,"15,712",2,,538.8750,2718.0000,3256.88,6.14,1.57,1.27,0.27,"2,718",17%
2002,HOBART,YMHB,HBA,6,"10,744","6,178","3,958",200,200,"21,286",20,,398.6250,10950.0000,11348.63,17.62,2.13,9.40,1.08,"10,950",51%
2002,JANDAKOT,YPJT,JAD,10,132,"303,488","10,978",74,52,"314,734",24,,18972.6250,194.0000,19166.63,12.52,31.47,0.76,0.01,194,0%
2002,LAUNCESTON,YMLT,LST,10,"6,186","12,234",608,6,152,"19,196",9,,765.0000,6348.0000,7113.00,12.65,1.92,4.69,0.62,"6,348",33%
2002,MACKAY,YBMK,MKY,0,"7,866","25,880","3,268",16,286,"37,316",14,,1618.5000,8152.0000,9770.50,14.33,3.73,3.75,0.79,"8,152",22%
2002,MELBOURNE,YMML,MEL,"42,650","108,012","4,030",426,76,352,"155,546",38,,256.6250,151014.0000,151270.63,2.51,15.55,2.44,15.07,"151,014",97%
2002,MOORABBIN,YMMB,MBW,0,60,"220,940","31,972",92,38,"253,102",8,,13814.5000,98.0000,13912.50,5.75,25.31,0.32,0.01,98,0%
2002,PARAFIELD,YPPF,no code,0,240,"142,224",498,100,18,"143,080",22,,8895.2500,258.0000,9153.25,24.04,14.31,1.54,0.02,258,0%
2002,PERTH,YPPH,PER,"12,902","48,882","28,102","1,460",134,398,"91,878",16,,1764.7500,62182.0000,63946.75,2.50,9.19,1.74,6.18,"62,182",68%
2002,ROCKHAMPTON,YBRK,ROK,36,"7,630","24,562",956,22,"1,770","34,976",14,,1536.5000,9436.0000,10972.50,12.76,3.50,4.00,0.77,"9,436",27%
2002,SUNSHINE COAST,YBMC,MCY,0,"3,918","31,288","37,730",36,486,"73,458",4,,1957.7500,4404.0000,6361.75,6.29,7.35,0.54,0.39,"4,404",6%
2002,SYDNEY,YSSY,SYD,"71,048","151,476","20,044","8,906",352,678,"252,504",57,,1274.7500,223202.0000,224476.75,2.54,25.25,2.26,22.25,"223,202",88%
2002,TAMWORTH,YSTW,TMW,0,"4,338","88,458",836,122,664,"94,418",15,,5536.2500,5002.0000,10538.25,14.23,9.44,1.59,0.43,"5,002",5%
2002,TOWNSVILLE,YBTL,TSV,124,"16,756","25,522","1,938",332,"9,622","54,294",17,,1615.8750,26502.0000,28117.88,6.05,5.43,3.13,1.69,"26,502",49%
2003,ADELAIDE,YPAD,ADL,"2,010","59,734","34,934","4,052",28,662,"101,420",40,,2185.1250,62406.0000,64591.13,6.19,10.14,3.94,6.17,"62,406",62%
2003,ALBURY,YMAY,ABX,0,"8,052","22,186",448,16,322,"31,024",2,,1387.6250,8374.0000,9761.63,2.05,3.10,0.64,0.81,"8,374",27%
2003,ALICE SPRINGS,YBAS,ASP,22,"8,988","15,478","1,218",28,278,"26,012",11,,969.1250,9288.0000,10257.13,10.72,2.60,4.23,0.90,"9,288",36%
2003,ARCHERFIELD,YBAF,no code,0,28,"127,774","3,844",138,466,"132,250",1,,7994.5000,494.0000,8488.50,1.18,13.23,0.08,0.00,494,0%
2003,BANKSTOWN,YSBK,BWU,4,"1,114","266,712","28,188",262,118,"296,398",14,,16685.8750,1236.0000,17921.88,7.81,29.64,0.47,0.11,"1,236",0%
2003,BRISBANE,YBBN,BNE,"19,388","98,690","20,134",734,228,638,"139,812",79,,1272.6250,118716.0000,119988.63,6.58,13.98,5.65,11.81,"118,716",85%
2003,CAIRNS,YBCS,CNS,"7,988","26,082","55,086","12,638",108,640,"102,542",64,,3449.6250,34710.0000,38159.63,16.77,10.25,6.24,3.41,"34,710",34%
2003,CAMBRIDGE,YCBG,no code,0,2,"15,748","1,006",10,38,"16,804",1,,984.8750,40.0000,1024.88,9.76,1.68,0.60,0.00,40,0%
2003,CAMDEN,YSCN,CDU,0,60,"45,432",656,94,22,"46,264",1,,2845.3750,82.0000,2927.38,3.42,4.63,0.22,0.01,82,0%
2003,CANBERRA,YSCB,CBR,34,"37,202","41,688","4,962",132,"3,432","87,450",9,,2613.7500,40668.0000,43281.75,2.08,8.75,1.03,3.72,"40,668",47%
2003,COFFS HARBOUR,YCFS,CFS,0,"7,146","20,548","2,556",22,316,"30,588",7,,1285.6250,7462.0000,8747.63,8.00,3.06,2.29,0.71,"7,462",24%
2003,DARWIN,YPDN,DRW,"1,752","20,382","41,944","3,490",410,"6,456","74,434",66,,2647.1250,28590.0000,31237.13,21.13,7.44,8.87,2.21,"28,590",38%
2003,ESSENDON,YMEN,MEB,0,"1,368","52,742","9,876",108,146,"64,240",3,,3303.1250,1514.0000,4817.13,6.23,6.42,0.47,0.14,"1,514",2%
2003,GOLD COAST,YBCG,OOL,"2,670","16,002","52,154","16,150",68,370,"87,414",37,,3263.8750,19042.0000,22305.88,16.59,8.74,4.23,1.87,"19,042",22%
2003,HAMILTON ISLAND,YBHM,HTI,0,"3,440","6,458","4,246",18,74,"14,236",2,,404.7500,3514.0000,3918.75,5.10,1.42,1.40,0.34,"3,514",25%
2003,HOBART,YMHB,HBA,8,"11,386","15,664","2,864",14,306,"30,242",19,,979.8750,11700.0000,12679.88,14.98,3.02,6.28,1.14,"11,700",39%
2003,JANDAKOT,YPJT,JAD,0,168,"311,024","13,038",184,48,"324,462",16,,19450.5000,216.0000,19666.50,8.14,32.45,0.49,0.02,216,0%
2003,LAUNCESTON,YMLT,LST,0,"6,534","10,972",498,8,116,"18,128",1,,686.2500,6650.0000,7336.25,1.36,1.81,0.55,0.65,"6,650",37%
2003,MACKAY,YBMK,MKY,0,"8,868","22,102","6,604",26,302,"37,902",8,,1383.0000,9170.0000,10553.00,7.58,3.79,2.11,0.89,"9,170",24%
2003,MELBOURNE,YMML,MEL,"37,444","116,910","3,480",272,112,366,"158,584",38,,224.5000,154720.0000,154944.50,2.45,15.86,2.40,15.44,"154,720",98%
2003,MOORABBIN,YMMB,MBW,10,110,"195,306","40,110",106,36,"235,678",7,,12213.2500,156.0000,12369.25,5.66,23.57,0.30,0.01,156,0%
2003,PARAFIELD,YPPF,no code,0,256,"127,210",624,76,14,"128,180",16,,7955.3750,270.0000,8225.38,19.45,12.82,1.25,0.03,270,0%
2003,PERTH,YPPH,PER,"11,950","53,742","26,016","1,690",108,444,"93,950",36,,1632.7500,66136.0000,67768.75,5.31,9.40,3.83,6.57,"66,136",70%
2003,ROCKHAMPTON,YBRK,ROK,60,"11,766","19,008","1,058",54,"1,576","33,522",40,,1191.3750,13402.0000,14593.38,27.41,3.35,11.93,1.18,"13,402",40%
2003,SUNSHINE COAST,YBMC,MCY,0,"5,426","27,202","25,826",90,438,"58,982",5,,1705.7500,5864.0000,7569.75,6.61,5.90,0.85,0.54,"5,864",10%
